BIÊN BẢN NGHIỆM THU KIÊM YÊU CẦU CẬP NHẬT HỆ THỐNG (NHSV - HỆ THỐNG PHÁI SINH WTS)																	
		Tester/BA	CS	IT	DVTC												
	Tổng số case test	524	524	0	0												
Test result	Passed	262	290	288	0												
	Failed	4	12	12	0												
	N/A	258	0	218	0												
STT	Chức năng	Summary (Kịch bản kiểm thử)	Tiền điều kiện	Action (Các bước thực hiện)	Expect result (Kết quả mong muốn)	Ghi chú	Phong ban Test	KẾT QUẢ TEST UAT			KẾT QUẢ TEST Pilot						
								Tester	CS	DVTC	Tester	CS	DVTC				
1. Thị trường																	
Bảng giá phái sinh																	
TC_63				Bước 1: Chọn màn hình Mua, Bán hoặc Hủy/Sửa Bước 2: Bấm KLGD Bước 3: Bấn Tối đa	Bước 3: Ô KL lệnh ghi nhận KL mua tối đa của TK theo sức mua		DVKH	PASS	PASS								
TC_64		Kiểm tra Giá		Bước 1: Chọn màn hình Mua, Bán hoặc Hủy/Sửa Bước 2: Kiểm tra Giá	Bước 2: Mặc định là giá hiện tại		DVKH	PASS	PASS								
TC_65				Bước 1: Chọn màn hình Mua, Bán hoặc Hủy/Sửa Bước 2: Bấm mũi tên tăng ở ô Giá	Bước 2: = Giá đã nhập + 0.1		DVKH	PASS	PASS								
TC_66				Bước 1: Chọn màn hình Mua, Bán hoặc Hủy/Sửa Bước 2: Bấm mũi tên giảm ở ô Giá	Bước 2: = Giá đã nhập - 0.1		DVKH	PASS	PASS								
Kiểm tra trường thông tin Sổ lệnh																	
TC_67				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh	Bước 2: Hiển thị danh sách sổ lệnh mua/bán		DVKH	PASS	PASS								
TC_68				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra Mua/Bán	Bước 3: Ghi nhận trạng thái lệnh Mua/Bán		DVKH	PASS	PASS								
TC_69				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra SHL	Bước 3: Hiển thị SHL đặt trên hệ thống		DVKH	PASS	PASS								
TC_70				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra Mã HĐ	Bước 3: Hiển thị mã HĐ đang đặt lệnh		DVKH	PASS	PASS								
TC_71				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra Thời gian	Bước 3: Hiển thị thời gian đặt lệnh		DVKH	PASS	PASS								
TC_72				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra KL đặt	Bước 3: Hiển thị KL đặt lệnh		DVKH	PASS	PASS								
TC_73				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra Giá đặt lệnh	Bước 3: Ghi nhận giá thực hiện đặt lệnh		DVKH	PASS	PASS								
TC_74				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra KL khớp	Bước 3: Hiển thị KL khớp lệnh		DVKH	PASS	PASS								
TC_75				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra Giá khớp	Bước 3: Ghi nhận giá khớp lệnh		DVKH	PASS	PASS								
TC_76				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra KL chưa khớp	Bước 3: Hiển thị KL chưa khớp lệnh		DVKH	PASS	PASS								
TC_77				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra KL Hủy	Bước 3: Hiển thị KL Hủy lệnh		DVKH	PASS	PASS								
TC_78				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra Loại lệnh	Bước 3: Ghi nhận loại lệnh đặt của tài khoản: LO/ATO/MAK/MOK/MTL/ATC		DVKH	PASS	PASS								
TC_79				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab Sổ lệnh Bước 3: Kiểm tra Trạng thái	Bước 3: Ghi nhận trạng thái lệnh		DVKH	PASS	PASS								
Kiểm tra trường thông tin Lệnh chưa khớp																	
TC_80				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab chưa khớp	Bước 2: Hiển thị danh sách Lệnh chưa khớp mua/bán		DVKH	PASS	PASS								
TC_81				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab chưa khớp Bước 3: Kiểm tra SHL	Bước 3: Hiển thị SHL đặt trên hệ thống		DVKH	PASS	PASS								
TC_82				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab chưa khớp Bước 3: Kiểm tra Trạng thái	Bước 3: Ghi nhận trạng thái lệnh Mua/Bán		DVKH	PASS	PASS								
TC_83				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab chưa khớp Bước 3: Kiểm tra Mã hợp đồng	Bước 3: Hiển thị mã HĐ đang đặt mua		DVKH	PASS	PASS								
TC_84				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab chưa khớp Bước 3: Kiểm tra Bán/Mua	Bước 3: Ghi nhận trạng thái lệnh Mua/Bán		DVKH	PASS	PASS								
TC_85				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab chưa khớp Bước 3: Kiểm tra Loại lệnh	 Bước 3: Hiển thị loại lệnh tương ứng		DVKH	PASS	PASS								
TC_86				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab chưa khớp Bước 3: Kiểm tra Giá đặt lệnh	Bước 3: Ghi nhận giá thực hiện đặt lệnh		DVKH	PASS	PASS								
TC_87				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab chưa khớp Bước 3: Kiểm tra KL	 Bước 3: Hiển thị KL tương ứng realtime - KL đặt lệnh - KL chưa khớp		DVKH	PASS	PASS								
TC_88				Bước 1: Chọn Module Lệnh Bước 2: Chọn tab chưa khớp Bước 3: Bấm vào lệnh	Bước 3: Chuyển đến màn Huy/Sửa lệnh		DVKH	PASS	PASS								
Kiểm tra trường thông tin vị thế																	
TC-89			TK có vị thế đang nắm giữ	Bước 1: Chọn Module Lệnh Bước 2: Chọn tab vị thế	Bước 2: Hiển thị danh sách vị thế TK đang nắm giữ		DVKH	PASS	PASS								
